ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
3571,2013006,Active,214299,2 HR Pas Sat 0900-1900,,On Street,Bronx,WEST FORDHAM ROAD,S,DAVIDSON AVENUE,GRAND AVENUE,40.8626217415915,-73.9028774282642,1011114.53024839,253568.865943313,POINT (-73.9028774282642 40.8626217415915)
12221,2323258,Active,203367,2 HR Pas Mon-Sat 0900-2200,,On Street,Bronx,PELHAM PARKWAY SOUTH,N,UNNAMED STREET,EASTCHESTER ROAD,40.8572378533753,-73.8442408192572,1027337.14806555,251630.721853733,POINT (-73.8442408192572 40.8572378533753)
1385,4333138,Retired,442816,2HR Pas Mon-Sat 0900-1900,,On Street,Queens,HORACE HARDING EXPRESSWAY,S,244 STREET,MARATHON PARKWAY,40.7601395013891,-73.7320047165097,1058492.80458614,216329.60577631,POINT (-73.7320047165097 40.7601395013891)
3606,2173064,Active,222601,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,OLMSTEAD AVENUE,E,UNIONPORT ROAD,STARLING AVENUE,40.835802477945,-73.8550170815815,1024369.07493347,243815.89824456,POINT (-73.8550170815815 40.835802477945)
3412,1253001,Active,108748,2 HR Pas Mon-Sat 0900-2200,,On Street,Manhattan,LENOX AVENUE,W,WEST 126 STREET,WEST 127 STREET,40.8086633583744,-73.9450003980227,999475.477082968,233899.711384058,POINT (-73.9450003980227 40.8086633583744)
14654,3423085,Active,302452,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,96 STREET,N,MARINE AVENUE,3 AVENUE,40.6166956399606,-74.0341146308592,974778.847342476,163957.078959897,POINT (-74.0341146308592 40.6166956399606)
12873,4473132,Active,435101,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,HILLSIDE AVENUE,N,255 STREET,256 STREET,40.7365271113627,-73.7125304077103,1063915.99059014,207744.004837304,POINT (-73.7125304077103 40.7365271113627)
2486,3593020,Active,339518,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,UTICA AVENUE,W,AVENUE K,AVENUE L,40.6239907775017,-73.9275288505352,1004367.76847947,166621.367594555,POINT (-73.9275288505352 40.6239907775017)
7507,4122379,Active,467967,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,85 STREET,E,37 AVENUE,FORLEY STREET,40.7481709511294,-73.8811316940233,1017186.07683231,211877.852212638,POINT (-73.8811316940233 40.7481709511294)
1538,4103019,Active,455149,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,BEACH 116 STREET,E,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,40.5793765610264,-73.8367953381322,1029585.37519638,150401.173328981,POINT (-73.8367953381322 40.5793765610264)
4973,1023067,Active,103486,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,ESSEX STREET,E,DELANCEY STREET,RIVINGTON STREET,40.71909756174,-73.9878166158603,987627.251107559,201263.3921424,POINT (-73.9878166158603 40.71909756174)
5141,1323033,Active,106498,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,VARICK STREET,W,GRAND STREET,WATTS STREET,40.7231337008808,-74.0063357616678,982493.824366555,202733.710395977,POINT (-74.0063357616678 40.7231337008808)
14652,1443448,Active,106499,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,WEST 29 STREET,N,7 AVENUE,8 AVENUE,40.7484170959936,-73.9941144424501,985880.767067716,211945.238560811,POINT (-73.9941144424501 40.7484170959936)
11795,1369641,Active,110421,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,ST NICHOLAS AVENUE,W,WEST 162 STREET,WEST 163 STREET,40.836777671466,-73.9402016097517,1000796.92752406,244143.644636303,POINT (-73.9402016097517 40.836777671466)
14765,4513013,Inactive,401696,4HR Pas Mon-Sat 0830-1900,,On Street,Queens,MAIN STREET,W,ELDER AVENUE,PECK AVENUE,40.7506310371594,-73.8258524979201,1032501.05932564,212799.756536812,POINT (-73.8258524979201 40.7506310371594)
7916,1193084,Active,104779,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,EAST 63 STREET,N,PARK AVENUE,LEXINGTON AVENUE,40.7649726588738,-73.9668131712281,993443.102992892,217978.655955896,POINT (-73.9668131712281 40.7649726588738)
9024,4122435,Retired,464035,"Rate NOT Available - Please request a NEW PERSO, and Once it is Ready, Please Create a New Report",,On Street,Queens,37 ROAD,N,74 STREET,75 STREET,40.7473275960382,-73.8910907768244,1014426.9937678,211567.003424898,POINT (-73.8910907768244 40.7473275960382)
6436,4193008,Active,466235,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,103 STREET,W,39 AVENUE,NATIONAL STREET,40.7503787443596,-73.8630101089734,1022205.95097889,212689.554329395,POINT (-73.8630101089734 40.7503787443596)
3361,2073001,Active,207067,2 HR Pas Mon-Sat 1000-1600,,On Street,Bronx,WEST GUN HILL ROAD,S,EAST GUN HILL ROAD,KNOX PLACE,40.8828955134753,-73.8817424218601,1016950.59075472,260962.581470817,POINT (-73.8817424218601 40.8828955134753)
15325,1443610,Active,103106,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,LEXINGTON AVENUE,E,EAST 33 STREET,EAST 34 STREET,40.7459120264852,-73.9799730565126,989799.263167724,211033.140975565,POINT (-73.9799730565126 40.7459120264852)
11051,3073040,Active,314476,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,86 STREET,S,BAY 19 STREET,NEW UTRECHT AVENUE,40.6066734157841,-74.0018519460744,983735.772013888,160303.882854223,POINT (-74.0018519460744 40.6066734157841)
8644,1403036,Retired,105954,1HR Com Mon-Sat 0700-1900,,On Street,Manhattan,WEST 45 STREET,N,8 AVENUE,9 AVENUE,40.7595256021575,-73.989150723093,987255.610446632,215992.558878228,POINT (-73.989150723093 40.7595256021575)
13602,4413080,Active,462182,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,BROADWAY,S,78 STREET,BAXTER AVENUE,40.7445244733444,-73.8865454157423,1015687.76224364,210547.335516721,POINT (-73.8865454157423 40.7445244733444)
11708,1433153,Active,102929,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 56 STREET,S,AVENUE OF THE AMERICAS,7 AVENUE,40.7646592791576,-73.9802141570231,989730.913894966,217863.358942389,POINT (-73.9802141570231 40.7646592791576)
597,2013172,Inactive,208786,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,EAST KINGSBRIDGE ROAD,E,EAST FORDHAM ROAD,ELM PLACE,40.8623393060859,-73.8939022871192,1013597.21721214,253468.843505561,POINT (-73.8939022871192 40.8623393060859)
11959,4343156,Retired,420053,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,57 STREET,E,NORTHERN BOULEVARD,BROADWAY,40.7526143905262,-73.9041982548948,1010793.01743998,213488.90804565,POINT (-73.9041982548948 40.7526143905262)
1379,3063175,Active,320376,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,HARING STREET,W,AVENUE T,AVENUE U,40.6007373310955,-73.9409917094997,1000636.22771423,158146.728047803,POINT (-73.9409917094997 40.6007373310955)
11765,1473065,Active,102319,3HR Com Mon-Fri 0800-1800 /2HR Pas Sat 0800-1800,,On Street,Manhattan,WANAMAKER PLACE,S,BROADWAY,LAFAYETTE STREET,40.7307717248112,-73.9911097692143,986713.952737302,205516.541116387,POINT (-73.9911097692143 40.7307717248112)
5638,4072275,Active,424191,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,36 STREET,W,28 AVENUE,30 AVENUE,40.7652152427221,-73.9172911125423,1007161.15134414,218076.112125814,POINT (-73.9172911125423 40.7652152427221)
13729,1453231,Active,103520,3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2200,,On Street,Manhattan,3 AVENUE,E,EAST 14 STREET,EAST 15 STREET,40.7337903244638,-73.9866730413417,987943.437154964,206616.467394233,POINT (-73.9866730413417 40.7337903244638)
1583,4283006,Active,435126,2 HR Pas Mon-Sat 1000-1900,,On Street,Queens,PARSONS BOULEVARD,W,DELAWARE AVENUE,ELM AVENUE,40.7562290583334,-73.8166594477367,1035043.90594597,214844.489980146,POINT (-73.8166594477367 40.7562290583334)
2266,4093039,Active,457797,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,CYPRESS AVENUE,E,CORNELIA STREET,JEFFERSON AVENUE,40.699813703126,-73.9055691766125,1010433.92498231,194251.578738227,POINT (-73.9055691766125 40.699813703126)
14226,1043042,Active,101076,3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,,On Street,Manhattan,2 AVENUE,W,EAST 25 STREET,EAST 26 STREET,40.7394308408621,-73.9799189603545,989814.79397656,208671.84222047,POINT (-73.9799189603545 40.7394308408621)
4119,1043041,Retired,105962,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,EAST 26 STREET,S,3 AVENUE,2 AVENUE,40.739940324987,-73.9799891035966,989795.313700557,208857.458975226,POINT (-73.9799891035966 40.739940324987)
14391,4843008,Retired,469273,11 HR Mon-Sat 0600-1800,QueensBoro Hall,Off Street,Queens,126 STREET,E,UNION TURNPIKE,82 AVENUE,40.714549524606,-73.8262750466358,1032410.05458638,199653.924560815,POINT (-73.8262750466358 40.714549524606)
3870,1443300,Inactive,102073,3HR Com Mon-Sat 0900-1600 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,7 AVENUE,W,WEST 40 STREET,WEST 41 STREET,40.7551085575153,-73.9877498794141,987643.915772393,214383.336702973,POINT (-73.9877498794141 40.7551085575153)
10989,3033041,Active,328740,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,MOTHER GASTON BOULEVARD,E,PITKIN AVENUE,BELMONT AVENUE,40.6696821130323,-73.9067518949691,1010117.66511613,183273.420248389,POINT (-73.9067518949691 40.6696821130323)
15205,4081832,Inactive,418077,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,HILLSIDE AVENUE,S,150 STREET,153 STREET,40.706996290401,-73.8049484527254,1038328.33408839,196914.504514724,POINT (-73.8049484527254 40.706996290401)
6994,3073055,Active,306560,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,18 AVENUE,E,85 STREET,86 STREET,40.6074665038059,-74.0022798713871,983616.95794706,160592.828142479,POINT (-74.0022798713871 40.6074665038059)
1020,4203064,Active,420328,2 HR Pas Mon-Sat 0730-1900,,On Street,Queens,63 STREET,W,39 AVENUE,ROOSEVELT AVENUE,40.7462838597027,-73.9009457603092,1011696.76760097,211183.495661721,POINT (-73.9009457603092 40.7462838597027)
10256,2162911,Active,217329,2 HR Pas Mon-Sat 0930-1900,,On Street,Bronx,MILES AVENUE,N,EAST TREMONT AVENUE,LOGAN AVENUE,40.8192239543993,-73.8169543717623,1034914.23888247,237795.469340563,POINT (-73.8169543717623 40.8192239543993)
11359,3403116,Active,311598,2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,NOSTRAND AVENUE,E,LINCOLN ROAD,MAPLE STREET,40.6611131986402,-73.9505949353226,997957.06706205,180141.620409638,POINT (-73.9505949353226 40.6611131986402)
8035,3602918,Inactive,313589,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,MCDONALD AVENUE,E,DITMAS AVENUE,AVENUE F,40.6347899374283,-73.9778147155367,990407.571006224,170548.247864142,POINT (-73.9778147155367 40.6347899374283)
9475,3163042,Active,332032,2 HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,EAST 17 STREET,E,CATON AVENUE,CHURCH AVENUE,40.6494048499543,-73.9639918538646,994241.9455553,175874.132225484,POINT (-73.9639918538646 40.6494048499543)
5582,4283060,Active,433216,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,NORTHERN BOULEVARD,N,164 STREET,165 STREET,40.760734643994,-73.8017402269895,1039173.50562638,216495.020799816,POINT (-73.8017402269895 40.760734643994)
529,1369632,Active,111677,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,AMSTERDAM AVENUE,W,WEST 147 STREET,WEST 148 STREET,40.8268047151407,-73.9465815033124,999033.750932306,240508.988847896,POINT (-73.9465815033124 40.8268047151407)
6210,1453360,Active,105202,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,WEST 19 STREET,S,8 AVENUE,9 AVENUE,40.7438938571294,-74.0028922592005,983448.559989884,210297.236279398,POINT (-74.0028922592005 40.7438938571294)
6698,4213087,Active,403333,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,UNION TURNPIKE,S,223 STREET,SPRINGFIELD BOULEVARD,40.7355501745025,-73.7472168838622,1054304.43829097,207358.434742317,POINT (-73.7472168838622 40.7355501745025)
2468,4343128,Inactive,416381,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,44 STREET,E,34 AVENUE,35 AVENUE,40.7540929106516,-73.9184927170034,1006832.0660443,214023.572330639,POINT (-73.9184927170034 40.7540929106516)
13838,3403051,Active,308339,2 HR Pas Mon-Sat 1000-1900,,On Street,Brooklyn,DEKALB AVENUE,N,FRANKLIN AVENUE,SKILLMAN STREET,40.6908071637595,-73.9567628566727,996240.483552977,190959.076464981,POINT (-73.9567628566727 40.6908071637595)
12043,5033001,Active,510909,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,BAY STREET,W,PROSPECT STREET,UNION PLACE,40.6281443008407,-74.0764614125188,963025.867895722,168135.54763706,POINT (-74.0764614125188 40.6281443008407)
13248,1473041,Retired,106383,3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,,On Street,Manhattan,BROADWAY,W,SPRING STREET,PRINCE STREET,40.7233344268435,-73.9986431362662,984626.100613803,202806.780459806,POINT (-73.9986431362662 40.7233344268435)
11477,1243043,Active,103923,3HR Com Mon-Sat 0700-1300 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,CANAL STREET,N,CENTRE STREET,LAFAYETTE STREET,40.7183122321589,-74.000210487051,984191.652007639,200977.03772822,POINT (-74.000210487051 40.7183122321589)
14299,1433388,Active,104264,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 50 STREET,N,BROADWAY,8 AVENUE,40.7619300967629,-73.9851305511867,988369.183022633,216868.75856939,POINT (-73.9851305511867 40.7619300967629)
6374,2173034,Active,209679,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,EAST TREMONT AVENUE,N,PAULDING AVENUE,SEDDON STREET,40.8427824525599,-73.8514500781196,1025351.80787614,246360.613627553,POINT (-73.8514500781196 40.8427824525599)
3773,4221251,Active,462971,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,JUNCTION BOULEVARD,W,37 AVENUE,38 AVENUE,40.7496739383759,-73.8698142722174,1020321.09648089,212429.896056056,POINT (-73.8698142722174 40.7496739383759)
5062,1443259,Active,107152,3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2200,,On Street,Manhattan,LEXINGTON AVENUE,E,EAST 36 STREET,EAST 37 STREET,40.7479454984157,-73.9784932146353,990209.130458221,211774.097170815,POINT (-73.9784932146353 40.7479454984157)
6384,3149812,Active,300473,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,9 STREET,S,4 AVENUE,5 AVENUE,40.669259530759,-73.9866775228422,987945.770811722,183105.974389061,POINT (-73.9866775228422 40.669259530759)
4877,3043041,Active,331749,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,DORCHESTER ROAD,N,EAST 21 STREET,FLATBUSH AVENUE,40.6422576344027,-73.9578189261828,995956.132743716,173270.970765144,POINT (-73.9578189261828 40.6422576344027)
8759,1433296,Active,102161,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,EAST 44 STREET,N,5 AVENUE,MADISON AVENUE,40.7542922429312,-73.9786529791377,990164.299183056,214086.410131469,POINT (-73.9786529791377 40.7542922429312)
9505,5053018,Retired,501591,2HR Pas Mon-Sat 0900-1700,,On Street,Staten Island,NEW DORP LANE,E,3 STREET,4 STREET,40.574776743728,-74.1177181133664,951547.724185392,148705.086498067,POINT (-74.1177181133664 40.574776743728)
1977,4473109,Active,441388,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,UNION TURNPIKE,N,256 STREET,257 STREET,40.7455562970104,-73.7150063196698,1063219.14487097,211031.364404306,POINT (-73.7150063196698 40.7455562970104)
12236,3091460,Active,313303,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,84 STREET,N,4 AVENUE,5 AVENUE,40.6230559207981,-74.0255833500174,977148.040438727,166273.489681393,POINT (-74.0255833500174 40.6230559207981)
12509,1083018,Active,113821,2HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,BROADWAY,E,WEST 63 STREET,WEST 64 STREET,40.7718632902269,-73.9819900304524,989238.436205387,220487.913076475,POINT (-73.9819900304524 40.7718632902269)
645,1443604,Active,107098,3HR Com Mon-Sat 0700-1900,,On Street,Manhattan,WEST 23 STREET,S,5 AVENUE,AVENUE OF THE AMERICAS,40.7416904507515,-73.9901522526301,986978.883965969,209494.605338722,POINT (-73.9901522526301 40.7416904507515)
8094,4213029,Active,448882,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,BELL BOULEVARD,W,43 AVENUE,NORTHERN BOULEVARD,40.7611466917848,-73.7699125685321,1047990.24455455,216666.700574562,POINT (-73.7699125685321 40.7611466917848)
5976,2162835,Active,219909,2 HR Pas Mon-Sat 0930-1900,,On Street,Bronx,EAST TREMONT AVENUE,E,HARRINGTON AVENUE,CODDINGTON AVENUE,40.8384789883045,-73.8352980272255,1029823.81074314,244800.694175228,POINT (-73.8352980272255 40.8384789883045)
1551,3123018,Active,308063,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 AVENUE,W,39 STREET,40 STREET,40.6509488068842,-74.0043356755184,983046.915780053,176434.614372224,POINT (-74.0043356755184 40.6509488068842)
6206,4433053,Active,453067,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,UNION TURNPIKE,S,161 STREET,162 STREET,40.7208604176356,-73.8059245136374,1038046.5292058,201965.014098734,POINT (-73.8059245136374 40.7208604176356)
4988,3463053,Active,310541,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,13 AVENUE,E,67 STREET,OVINGTON AVENUE,40.6242845742209,-74.0031869034494,983365.329185218,166720.099680558,POINT (-74.0031869034494 40.6242845742209)
7458,3193056,Inactive,336126,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,BROADWAY,W,WILLOUGHBY AVENUE,SUYDAM STREET,40.6953949307848,-73.9325711591946,1002948.01442923,192634.772260562,POINT (-73.9325711591946 40.6953949307848)
14356,1443978,Active,106182,3HR Com Mon-Sat 0800-2200,,On Street,Manhattan,WEST 40 STREET,S,7 AVENUE,8 AVENUE,40.755379602963,-73.9894970949127,987159.835047632,214482.024497733,POINT (-73.9894970949127 40.755379602963)
1358,1443045,Active,106845,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 38 STREET,S,5 AVENUE,AVENUE OF THE AMERICAS,40.7513831692627,-73.9838659105367,988720.225627631,213026.231477559,POINT (-73.9838659105367 40.7513831692627)
4507,3193007,Active,311003,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,GRAHAM AVENUE,W,COOK STREET,VARET STREET,40.7026748968362,-73.9425079607784,1000190.79947121,195285.114728898,POINT (-73.9425079607784 40.7026748968362)
460,1374989,Active,113994,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,ST NICHOLAS AVENUE,E,WEST 189 STREET,WEST 190 STREET,40.8545317541397,-73.9297972328891,1003670.75806247,250614.260960147,POINT (-73.9297972328891 40.8545317541397)
6474,1443974,Active,105979,3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,,On Street,Manhattan,EAST 41 STREET,S,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,40.7493829092873,-73.9733593812721,991631.460946888,212298.183064893,POINT (-73.9733593812721 40.7493829092873)
13895,1433424,Active,102272,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,BROADWAY,W,WEST 49 STREET,WEST 50 STREET,40.7610624777001,-73.9844010801132,988571.319757476,216552.691616222,POINT (-73.9844010801132 40.7610624777001)
9315,4013009,Active,426604,2 HR Pas Mon-Sat 0800-2200,,On Street,Queens,QUEENS BOULEVARD,N,46 STREET,47 STREET,40.7433448131426,-73.9182218975097,1006910.75387906,210107.766513973,POINT (-73.9182218975097 40.7433448131426)
12561,1409955,Active,101021,3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2300,,On Street,Manhattan,9 AVENUE,E,WEST 45 STREET,WEST 46 STREET,40.7605942311745,-73.9909109393066,986767.931631967,216381.839923814,POINT (-73.9909109393066 40.7605942311745)
9896,4431309,Active,430993,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,PARSONS BOULEVARD,E,GOETHALS AVENUE,VILLAGE ROAD,40.7180174365999,-73.8083863239526,1037366.39736398,200927.72909981,POINT (-73.8083863239526 40.7180174365999)
12985,1218189,Active,112549,6HR Pas Mon-Fri 0900-2200,,On Street,Manhattan,BROADWAY,W,WEST 116 STREET,WEST 120 STREET,40.8083276774389,-73.9638774008013,994249.82874164,233774.692933306,POINT (-73.9638774008013 40.8083276774389)
2584,4293026,Active,423803,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,LIBERTY AVENUE,S,116 STREET,117 STREET,40.6858381673529,-73.8262116192459,1032448.3907958,189193.578355566,POINT (-73.8262116192459 40.6858381673529)
7072,1023198,Retired,104491,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,ESSEX STREET,W,STANTON STREET,EAST HOUSTON STREET,40.7216789751583,-73.9866918584624,987938.892544642,202203.925694391,POINT (-73.9866918584624 40.7216789751583)
3260,1433116,Retired,102916,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 55 STREET,S,7 AVENUE,BROADWAY,40.7645780013029,-73.981945972525,989251.18650797,217833.643122554,POINT (-73.981945972525 40.7645780013029)
12762,4043047,Active,402618,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,73 AVENUE,W,QUEENS BOULEVARD,112 STREET,40.7194587667037,-73.8384057312312,1029043.88907464,201436.07191515,POINT (-73.8384057312312 40.7194587667037)
14257,3043097,Active,312466,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,ALBEMARLE ROAD,N,FLATBUSH AVENUE,BEDFORD AVENUE,40.6478239909341,-73.9578337893625,995951.031704053,175298.944399476,POINT (-73.9578337893625 40.6478239909341)
4067,3103060,Active,306792,2 HR Pas 0900-1900 Mon-Thur / 4HR Pas 0900-1900 Fri,,On Street,Brooklyn,18 AVENUE,E,53 STREET,54 STREET,40.6257646241409,-73.9834193319028,988852.620704055,167259.740661636,POINT (-73.9834193319028 40.6257646241409)
15445,1264985,Inactive,105287,2HR Pas Mon-Fri 0800-1500 /2HR Pas Sat 0900-1900,,On Street,Manhattan,2 AVENUE,E,EAST 62 STREET,EAST 63 STREET,40.762897167256,-73.9625493395791,994624.552729726,217222.962257311,POINT (-73.9625493395791 40.762897167256)
4485,4353017,Active,426793,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,GRAND AVENUE,N,64 STREET,65 STREET,40.7230224706799,-73.9012052466351,1011634.42520598,202708.564776972,POINT (-73.9012052466351 40.7230224706799)
7741,3333027,Active,329383,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,FLATBUSH AVENUE,E,EAST 34 STREET,EAST 35 STREET,40.6283460104179,-73.9427716437352,1000135.37996264,168204.961868316,POINT (-73.9427716437352 40.6283460104179)
9584,3483017,Active,313739,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,KINGS HIGHWAY,S,WEST 9 STREET,WEST 8 STREET,40.6052423372124,-73.9813317012893,989433.718623221,159783.050890639,POINT (-73.9813317012893 40.6052423372124)
5281,1243070,Active,104576,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,LAFAYETTE STREET,E,WALKER STREET,CANAL STREET,40.7181314375449,-74.0007000359523,984055.946242303,200911.169421643,POINT (-74.0007000359523 40.7181314375449)
909,3631604,Active,304672,"2 HR Pas Mon-Sat 0800-1900 Jan-May, Sept-Dec /2 HR Pas Mon-Sat 0800-2400 June-Aug",,On Street,Brooklyn,SURF AVENUE,S,WEST 10 STREET,WEST 12 STREET,40.5753550500704,-73.9781369214183,990323.546567976,148894.562168971,POINT (-73.9781369214183 40.5753550500704)
7830,3123066,Active,304439,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,4 AVENUE,E,36 STREET,37 STREET,40.6539674421368,-74.004578266139,982979.658040553,177534.390059814,POINT (-74.004578266139 40.6539674421368)
10714,3413029,Active,320195,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,AVENUE P,S,EAST 3 STREET,EAST 4 STREET,40.6090257836182,-73.9703547987814,992481.262724966,161162.298788309,POINT (-73.9703547987814 40.6090257836182)
13172,4081891,Active,436328,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,167 STREET,E,HIGHLAND AVENUE,HILLSIDE AVENUE,40.7099955786795,-73.7956778693752,1040896.06386106,198013.091884479,POINT (-73.7956778693752 40.7099955786795)
9447,3153037,Active,304197,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,CONEY ISLAND AVENUE,E,WEBSTER AVENUE,NEWKIRK AVENUE,40.6343493137169,-73.9672432031664,993341.775767714,170388.636962891,POINT (-73.9672432031664 40.6343493137169)
9738,3573037,Active,322235,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,AVENUE Y,N,NOSTRAND AVENUE,HARING STREET,40.5917877347882,-73.9399059258497,1000939.97973138,154886.367770642,POINT (-73.9399059258497 40.5917877347882)
3490,1443388,Active,101342,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,WEST 30 STREET,N,8 AVENUE,9 AVENUE,40.7501803210924,-73.9963858878862,985251.36970447,212587.604073972,POINT (-73.9963858878862 40.7501803210924)
993,5023040,Active,510380,2 HR Pas Mon-Fri 0800-1800,,On Street,Staten Island,ST MARKS PLACE,E,HYATT STREET,BAY STREET,40.6389076831379,-74.0771846763296,962828.559891388,172057.111644313,POINT (-74.0771846763296 40.6389076831379)
13575,1433117,Active,102916,1HR Com Mon-Fri 0700-1800 /6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,,On Street,Manhattan,WEST 55 STREET,S,7 AVENUE,BROADWAY,40.7644125247101,-73.9815427187301,989362.905444637,217773.377823144,POINT (-73.9815427187301 40.7644125247101)
7617,4383127,Active,447762,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,14 ROAD,S,150 PLACE,CLINTONVILLE STREET,40.7880554235047,-73.8119020571049,1036337.0247508,226442.665602639,POINT (-73.8119020571049 40.7880554235047)
3818,3193087,Active,340788,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,BROADWAY,E,PUTNAM AVENUE,CORNELIA STREET,40.6876263836257,-73.9186623357804,1006807.55756314,189807.738872647,POINT (-73.9186623357804 40.6876263836257)
1501,4152040,Inactive,418230,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,THOMSON AVENUE,N,JACKSON AVENUE,COURT SQUARE,40.7466685812705,-73.9430102861746,1000041.09209347,211313.280507147,POINT (-73.9430102861746 40.7466685812705)
