ObjectID,Meter Number,Status,Pay By Cell Number,Meter_Hours,Parking_Facility_Name,Facility,Borough,On_Street,Side_of_Street,From_Street,To_Street,Latitude,Longitude,X,Y,Location
6472,3423075,Active,335090,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,4 AVENUE,W,BAY RIDGE AVENUE,OVINGTON AVENUE,40.6340817335113,-74.0238481600326,977630.824250057,170290.351398304,POINT (-74.0238481600326 40.6340817335113)
14936,3063128,Active,319639,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 16 STREET,W,AVENUE U,AVENUE V,40.5987032548701,-73.9554864494608,996611.507417217,157403.283668563,POINT (-73.9554864494608 40.5987032548701)
7036,4093081,Active,403862,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,ST NICHOLAS AVENUE,E,PALMETTO STREET,WOODBINE STREET,40.700411413235,-73.9094891806881,1009346.75556873,194468.194774806,POINT (-73.9094891806881 40.700411413235)
3966,4413052,Active,466069,2 HR Pas Mon-Sat 0830-2200,,On Street,Queens,90 STREET,E,JUSTICE AVENUE,56 AVENUE,40.7358764415459,-73.8726347327917,1019546.92939405,207401.885114729,POINT (-73.8726347327917 40.7358764415459)
9125,3303046,Active,310827,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,WYCKOFF AVENUE,E,LINDEN STREET,GATES AVENUE,40.7001156748192,-73.912023078699,1008644.26714431,194359.732721388,POINT (-73.912023078699 40.7001156748192)
1924,1133019,Inactive,101761,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,AVENUE A,W,EAST HOUSTON STREET,EAST 2 STREET,40.7226733676081,-73.98610049884,988102.754421636,202566.23894614,POINT (-73.98610049884 40.7226733676081)
12845,3403035,Retired,339307,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,FULTON STREET,S,SPENCER PLACE,BEDFORD AVENUE,40.6806503578379,-73.9536655814946,997101.374219641,187259.096332148,POINT (-73.9536655814946 40.6806503578379)
3246,4013007,Active,417097,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,QUEENS BOULEVARD,N,50 STREET,51 STREET,40.7429047956154,-73.9144315359702,1007961.2212663,209948.457449391,POINT (-73.9144315359702 40.7429047956154)
724,1443735,Active,103129,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,LEXINGTON AVENUE,E,EAST 30 STREET,EAST 31 STREET,40.7442022232332,-73.981220801581,989453.659200132,210410.128442064,POINT (-73.981220801581 40.7442022232332)
5682,1334832,Active,101197,2HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,YORK AVENUE,E,EAST 73 STREET,EAST 74 STREET,40.7678221742067,-73.9529215517042,997290.670428976,219018.591540053,POINT (-73.9529215517042 40.7678221742067)
10404,1053002,Active,113609,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,BROADWAY,W,WEST 168 STREET,ST NICHOLAS AVENUE,40.8415824972781,-73.9395953202284,1000963.48788647,245894.336672977,POINT (-73.9395953202284 40.8415824972781)
5061,4373113,Active,451126,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,15 AVENUE,N,120 STREET,121 STREET,40.7841801186787,-73.8474024995717,1026508.91251731,225011.644514561,POINT (-73.8474024995717 40.7841801186787)
8731,1068256,Active,109905,2 HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,RIVERSIDE DRIVE,N,SEAMAN AVENUE,BROADWAY,40.8656879274312,-73.9279794289725,1004170.2898718,254679.292856306,POINT (-73.9279794289725 40.8656879274312)
9403,4413036,Active,467887,3HR Pas Mon-Sat 0900-1900,,On Street,Queens,58 AVENUE,W,SEABURY STREET,HOFFMAN DRIVE,40.7332457179912,-73.8732203694809,1019386.01829855,206443.195431054,POINT (-73.8732203694809 40.7332457179912)
4411,1443769,Active,106733,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,8 AVENUE,E,WEST 25 STREET,WEST 26 STREET,40.746858634208,-73.997205074801,985024.434462801,211377.398489147,POINT (-73.997205074801 40.746858634208)
3021,1264917,Active,110452,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,1 AVENUE,W,EAST 91 STREET,EAST 92 STREET,40.7804664808846,-73.9469004082865,998955.726810142,223626.289017558,POINT (-73.9469004082865 40.7804664808846)
4240,2262708,Active,206663,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,WEST 233 STREET,N,ALBANY CRESCENT,BROADWAY,40.8805216775115,-73.9031431950609,1011033.80698463,260090.43229647,POINT (-73.9031431950609 40.8805216775115)
12998,2323216,Active,215333,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,MORRIS PARK AVENUE,S,BARNES AVENUE,MATTHEWS AVENUE,40.8460104957414,-73.8619209698706,1022452.7985823,247531.969880641,POINT (-73.8619209698706 40.8460104957414)
14487,4263023,Active,424151,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,FRESH POND ROAD,E,METROPOLITAN AVENUE,BLEECKER STREET,40.7120958488627,-73.9002007385198,1011917.39511247,198727.980546564,POINT (-73.9002007385198 40.7120958488627)
6234,4443040,Active,425508,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,LIBERTY AVENUE,N,107 STREET,108 STREET,40.6836689969107,-73.8340037279649,1030288.83113855,188399.096676812,POINT (-73.8340037279649 40.6836689969107)
823,1483013,Active,116298,3HR Com Mon-Sat 0700-2400,,On Street,Manhattan,FULTON STREET,N,PEARL STREET,CLIFF STREET,40.7082963771875,-74.0045937648929,982976.395579889,197327.99089247,POINT (-74.0045937648929 40.7082963771875)
7388,1058367,Active,113610,2 HR Pas Mon-Sat 0800-1900,,On Street,Manhattan,ST NICHOLAS AVENUE,W,WEST 173 STREET,WEST 174 STREET,40.8444573347817,-73.9374083463364,1001567.85741264,246942.172503814,POINT (-73.9374083463364 40.8444573347817)
14270,1483024,Inactive,100947,3HR Com Mon-Fri 0700-1900,,On Street,Manhattan,JOHN STREET,N,NASSAU STREET,DUTCH STREET,40.7092505887264,-74.0079708592221,982040.14023456,197675.706076309,POINT (-74.0079708592221 40.7092505887264)
7494,4433019,Active,430724,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,UNION TURNPIKE,N,178 STREET,179 STREET,40.7265016954905,-73.7897387258863,1042528.18822147,204030.654652476,POINT (-73.7897387258863 40.7265016954905)
4832,4081888,Active,445430,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,HILLSIDE AVENUE,N,168 STREET,168 PLACE,40.7102642346707,-73.7943662645879,1041259.46142823,198111.822001979,POINT (-73.7943662645879 40.7102642346707)
9194,4493104,Active,468924,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,AUSTIN STREET,N,63 DRIVE,64 ROAD,40.7272885317879,-73.8637190894763,1022022.60095188,204276.763084143,POINT (-73.8637190894763 40.7272885317879)
14673,4093107,Inactive,313682,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,WYCKOFF AVENUE,E,GROVE STREET,LINDEN STREET,40.700724658203,-73.9131269743126,1008337.9587018,194581.297895059,POINT (-73.9131269743126 40.700724658203)
7709,2353001,Active,222483,6HR Pas Mon-Sat 0900-1900,,On Street,Bronx,GRAND CONCOURSE,E,EAST 144 STREET,EAST 149 STREET,40.8172236944445,-73.927788499889,1004237.65522264,237022.006320566,POINT (-73.927788499889 40.8172236944445)
2508,4173090,Active,405223,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,64 AVENUE,S,QUEENS BOULEVARD,98 STREET,40.7299662578065,-73.8594430183775,1023206.22128806,205254.213557065,POINT (-73.8594430183775 40.7299662578065)
7371,1243142,Active,104864,3HR Com Mon-Sat 0700-1600,,On Street,Manhattan,BOWERY,W,HESTER STREET,GRAND STREET,40.7175647815883,-73.9953893145777,985528.117838636,200704.752183557,POINT (-73.9953893145777 40.7175647815883)
6083,3483030,Active,307467,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,EAST 3 STREET,E,QUENTIN ROAD,KINGS HIGHWAY,40.6046804221121,-73.9700102193072,992577.480380312,159579.203857392,POINT (-73.9700102193072 40.6046804221121)
14512,3163069,Active,339807,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,CHURCH AVENUE,S,SCHENECTADY AVENUE,EAST 48 STREET,40.6515647503132,-73.9328204487931,1002891.1329813,176666.137859315,POINT (-73.9328204487931 40.6515647503132)
9111,1433158,Active,104847,1HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,,On Street,Manhattan,WEST 52 STREET,N,7 AVENUE,BROADWAY,40.7625407586905,-73.9827003115178,989042.371964976,217091.366391897,POINT (-73.9827003115178 40.7625407586905)
5959,2013112,Active,209099,2 HR Pas Sat 0800-1900,,On Street,Bronx,EAST FORDHAM ROAD,S,MILL RIVER ROAD,WASHINGTON AVENUE,40.8605718221112,-73.8894694576498,1014824.17440389,252826.397283897,POINT (-73.8894694576498 40.8605718221112)
3393,4443079,Active,462115,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,105 STREET,W,LIBERTY AVENUE,107 AVENUE,40.6821952040623,-73.8361101473995,1029705.62397164,187861.052149221,POINT (-73.8361101473995 40.6821952040623)
11310,3093016,Active,308140,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,5 AVENUE,E,90 STREET,91 STREET,40.6188627979899,-74.0283873632737,976369.148951888,164746.064258561,POINT (-74.0283873632737 40.6188627979899)
132,4413074,Active,404976,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,BROADWAY,S,75 STREET,76 STREET,40.7458547816953,-73.8896669728264,1014822.18260998,211030.904103398,POINT (-73.8896669728264 40.7458547816953)
8438,4233159,Active,419184,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,21 STREET,W,31 DRIVE,BROADWAY,40.7658269193508,-73.9312455609151,1003295.46189706,218295.624153972,POINT (-73.9312455609151 40.7658269193508)
13867,1153003,Active,104867,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,3 AVENUE,E,EAST 11 STREET,EAST 12 STREET,40.7317460703824,-73.9881591112979,987531.687978476,205871.622427225,POINT (-73.9881591112979 40.7317460703824)
5769,3249879,Active,338822,2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,,On Street,Brooklyn,FLATBUSH AVENUE,E,ST MARKS AVENUE,PROSPECT PLACE,40.6788076345347,-73.9735165372266,991595.690677226,186585.450697809,POINT (-73.9735165372266 40.6788076345347)
7026,2253165,Active,211494,6HR Pas Mon-Fri 0800-2200,,On Street,Bronx,BEDFORD PARK BL WEST,N,GOULDEN AVENUE,PAUL AVENUE,40.8752029958184,-73.8930092597835,1013838.50905238,258155.886952981,POINT (-73.8930092597835 40.8752029958184)
13910,4483151,Active,435198,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,GUY R BREWER BOULEVARD,W,134 AVENUE,137 AVENUE,40.6721519616317,-73.77487093625,1046699.97974664,184239.737869561,POINT (-73.77487093625 40.6721519616317)
5624,2162802,Active,206798,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,EAST TREMONT AVENUE,E,LANE AVENUE,FINK AVENUE,40.8414173995165,-73.8430819106324,1027668.05816489,245867.311464563,POINT (-73.8430819106324 40.8414173995165)
48,3163078,Active,328952,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,CHURCH AVENUE,N,EAST 52 STREET,EAST 53 STREET,40.6523040097463,-73.9280634539699,1004210.89313705,176936.518552139,POINT (-73.9280634539699 40.6523040097463)
10309,1443430,Retired,103746,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,WEST 29 STREET,N,5 AVENUE,BROADWAY,40.7454836416474,-73.98715885189,987808.174958304,210876.693125725,POINT (-73.98715885189 40.7454836416474)
6349,1443213,Active,105575,3HR Com Mon-Fri 0800-1800,,On Street,Manhattan,EAST 33 STREET,S,5 AVENUE,MADISON AVENUE,40.7471927145965,-73.9837947998578,988740.2104958,211499.517667472,POINT (-73.9837947998578 40.7471927145965)
14284,1449901,Retired,101476,3HR Com Mon-Sat 0700-1900 /2HR Pas Mon-Sat 1900-2300,,On Street,Manhattan,9 AVENUE,E,WEST 38 STREET,WEST 39 STREET,40.7562541280949,-73.9940739852017,985891.783777967,214800.523532644,POINT (-73.9940739852017 40.7562541280949)
4230,1043037,Active,104728,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,EAST 27 STREET,S,3 AVENUE,2 AVENUE,40.7405019477349,-73.9794005719545,989958.356353477,209062.113749638,POINT (-73.9794005719545 40.7405019477349)
10846,1403087,Active,106276,2HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,WEST 57 STREET,S,9 AVENUE,10 AVENUE,40.7680841110884,-73.9863347775913,988035.234543547,219110.814780816,POINT (-73.9863347775913 40.7680841110884)
13721,4123037,Active,469041,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,79 STREET,E,35 AVENUE,37 AVENUE,40.7497685411578,-73.8871080435062,1015529.39838713,212457.714569971,POINT (-73.8871080435062 40.7497685411578)
13828,1023130,Active,107012,2HR Pas Mon-Sat 0900-1900,,On Street,Manhattan,GRAND STREET,S,ALLEN STREET,ORCHARD STREET,40.7172048128769,-73.990913155433,986768.957548559,200573.701592639,POINT (-73.990913155433 40.7172048128769)
11480,4193056,Active,465896,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,CORONA AVENUE,S,50 AVENUE,51 AVENUE,40.7436887112593,-73.8563842727778,1024045.77374281,210255.104473889,POINT (-73.8563842727778 40.7436887112593)
5047,3383129,Retired,320948,1HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,FLATLANDS AVENUE,N,EAST 57 STREET,AVENUE I,40.6306864111094,-73.9209227893012,1006199.3881758,169062.35057348,POINT (-73.9209227893012 40.6306864111094)
6596,3093014,Retired,322787,2HR Pas Mon-Sat 0930-1900,,On Street,Brooklyn,4 AVENUE,W,99 STREET,100 STREET,40.6133045889874,-74.0333709551461,974984.841353059,162721.550919145,POINT (-74.0333709551461 40.6133045889874)
9056,4033045,Active,413557,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,JAMAICA AVENUE,S,150 STREET,153 STREET,40.7024858897352,-73.8029278696858,1038892.23978472,195272.48844181,POINT (-73.8029278696858 40.7024858897352)
16,5033017,Active,511719,2 HR Pas Mon-Sat 0800-1900,,On Street,Staten Island,TARGEE STREET,N,COLUMBUS AVENUE,RICHMOND ROAD,40.6007064092707,-74.0916055956052,958811.698502555,158143.244458973,POINT (-74.0916055956052 40.6007064092707)
15060,4273023,Active,435512,2 HR Pas Mon-Sat 0830-1900,,On Street,Queens,NORTHERN BOULEVARD,N,108 STREET,109 STREET,40.757939777066,-73.8605118775041,1022893.75176863,215445.372636646,POINT (-73.8605118775041 40.757939777066)
4207,2093003,Active,213753,2 HR Pas Mon-Sat 0800-2000,,On Street,Bronx,WHITE PLAINS ROAD,E,BRADY AVENUE,MARAN PLACE,40.8528037174359,-73.8676514533416,1020863.58784997,250004.54826881,POINT (-73.8676514533416 40.8528037174359)
7756,4413013,Inactive,466882,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,QUEENS BOULEVARD,S,SIMONSON STREET,GOLDSMITH STREET,40.7371960403834,-73.8808817977102,1017260.75548872,207879.440590054,POINT (-73.8808817977102 40.7371960403834)
10046,4063105,Active,458599,2 HR Pas Mon-Sat 0800-1900,,On Street,Queens,SANFORD AVENUE,N,KISSENA BOULEVARD,UNION STREET,40.7574580135744,-73.8262232313806,1032393.40599763,215286.836536393,POINT (-73.8262232313806 40.7574580135744)
11426,4081861,Inactive,412497,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,HILLSIDE AVENUE,N,160 STREET,161 STREET,40.7081269606059,-73.8017064414032,1039226.25256814,197328.458739311,POINT (-73.8017064414032 40.7081269606059)
11478,2313026,Active,212159,2 HR Pas Mon-Sat 0830-1900,,On Street,Bronx,WESTCHESTER AVENUE,N,PILGRIM AVENUE,EDISON AVENUE,40.8467422449337,-73.8327962947974,1030510.30444889,247812.614660561,POINT (-73.8327962947974 40.8467422449337)
9899,1228445,Active,113719,2 HR Pas Mon-Sat 0830-1900,,On Street,Manhattan,BROADWAY,E,WEST 149 STREET,WEST 150 STREET,40.829318084146,-73.9481369496567,998602.733749717,241424.442397565,POINT (-73.9481369496567 40.829318084146)
11183,3343033,Active,312798,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,SHEEPSHEAD BAY ROAD,E,JEROME AVENUE,VOORHIES AVENUE,40.586727790151,-73.9523849234907,997475.179246306,153040.771724313,POINT (-73.9523849234907 40.586727790151)
5775,4413035,Retired,465644,3HR Pas Mon-Sat 0900-1900,,On Street,Queens,58 AVENUE,E,SEABURY STREET,HOFFMAN DRIVE,40.7328317544121,-73.8733885548437,1019339.62501864,206292.308265641,POINT (-73.8733885548437 40.7328317544121)
4660,3063186,Active,310744,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,NOSTRAND AVENUE,W,AVENUE P,QUENTIN ROAD,40.6114875222749,-73.9440714940543,999778.490584552,162062.738588482,POINT (-73.9440714940543 40.6114875222749)
3539,2073040,Retired,207066,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,JEROME AVENUE,W,EAST MOSHOLU PARKWAY NORTH,EAST 208 STREET,40.88069066427,-73.8837388377101,1016399.60826088,260158.528288901,POINT (-73.8837388377101 40.88069066427)
10288,1453057,Active,101314,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,WEST 21 STREET,N,AVENUE OF THE AMERICAS,7 AVENUE,40.7421639515044,-73.9949120913957,985659.887260139,209667.004272148,POINT (-73.9949120913957 40.7421639515044)
1926,1453159,Retired,101523,3HR Com Mon-Fri 0800-1900,,On Street,Manhattan,EAST 17 STREET,S,PARK AVENUE SOUTH,IRVING PLACE,40.735959213036,-73.9876923462174,987660.835686058,207406.62034148,POINT (-73.9876923462174 40.735959213036)
12189,3149853,Active,336992,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 AVENUE,E,21 STREET,22 STREET,40.6611103027885,-73.9935539780165,986038.400938809,180136.765760556,POINT (-73.9935539780165 40.6611103027885)
4714,2323260,Retired,217042,2 HR Pas Mon-Sat 0900-2000,,On Street,Bronx,PELHAM PARKWAY SOUTH,S,CONNECTOR,UNNAMED STREET,40.8574060885137,-73.848081970159,1026274.4779468,251690.150212556,POINT (-73.848081970159 40.8574060885137)
6453,4723006,Active,469249,4HR Pas Mon-Sat 0700-2200,Sunnyside,Off Street,Queens,QUEENS BOULEVARD,N,45 STREET,46 STREET,40.7432981503197,-73.9190781556376,1006673.50008847,210090.545419812,POINT (-73.9190781556376 40.7432981503197)
14611,1193044,Active,111104,3HR Com Mon-Fri 0700-1900 /2HR Pas Sat 0900-1900,,On Street,Manhattan,LEXINGTON AVENUE,E,EAST 76 STREET,EAST 77 STREET,40.773275242168,-73.9600213179129,995323.137618631,221004.348395303,POINT (-73.9600213179129 40.773275242168)
3887,3043054,Active,303284,2 HR Pas Mon-Sat 0800-1900,,On Street,Brooklyn,FLATBUSH AVENUE,W,FARRAGUT ROAD,EAST 28 STREET,40.6350724408049,-73.9501909236402,998074.551735222,170654.322127059,POINT (-73.9501909236402 40.6350724408049)
7781,4123077,Active,468359,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,75 STREET,W,BROADWAY,41 AVENUE,40.7458595771222,-73.8903773486887,1014625.34245247,211032.404100388,POINT (-73.8903773486887 40.7458595771222)
9993,3123013,Active,304841,2 HR Pas Mon-Sat 0830-1900,,On Street,Brooklyn,5 AVENUE,E,45 STREET,46 STREET,40.6476166228613,-74.0076072064751,982139.010115549,175220.669949725,POINT (-74.0076072064751 40.6476166228613)
11463,1433077,Active,103172,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 54 STREET,N,5 AVENUE,AVENUE OF THE AMERICAS,40.761489108355,-73.9763301431147,990807.144025967,216708.62831223,POINT (-73.9763301431147 40.761489108355)
7618,1273080,Active,112953,2HR Pas Mon-Sat 0830-2200,,On Street,Manhattan,EAST 86 STREET,S,LEXINGTON AVENUE,3 AVENUE,40.7789687206015,-73.9545466900203,996838.401976556,223079.413142815,POINT (-73.9545466900203 40.7789687206015)
9634,2043024,Active,206604,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,EAST 170 STREET,N,JEROME AVENUE,TOWNSEND AVENUE,40.8400641101751,-73.9170550689607,1007200.71589756,245346.234750807,POINT (-73.9170550689607 40.8400641101751)
5237,2043034,Active,221102,2 HR Pas Mon-Sat 0800-1900,,On Street,Bronx,WEBSTER AVENUE,W,EAST 170 STREET,EAST 171 STREET,40.8373374329877,-73.9068739367111,1010018.87233472,244355.636338308,POINT (-73.9068739367111 40.8373374329877)
8454,4243102,Active,444983,2 HR Pas Mon-Sat 0830-1600,,On Street,Queens,HILLSIDE AVENUE,S,184 STREET,184 PLACE,40.7141320837603,-73.7772423109545,1046003.27674372,199532.60065648,POINT (-73.7772423109545 40.7141320837603)
9970,1083097,Active,105249,2HR Pas Mon-Sat 1000-2200,,On Street,Manhattan,BROADWAY,W,WEST 61 STREET,WEST 62 STREET,40.770329223461,-73.9823147308807,989148.612894222,219928.98309198,POINT (-73.9823147308807 40.770329223461)
7089,1033066,Active,111662,2HR Com Mon-Sat 1000-1600 /2HR Pas Mon-Sat 1600-1900,,On Street,Manhattan,COLUMBUS AVENUE,W,WEST 84 STREET,WEST 85 STREET,40.7855129644972,-73.9730068283697,991725.0883843,225461.589152724,POINT (-73.9730068283697 40.7855129644972)
13280,3091512,Active,304903,2 HR Pas Mon-Sat 0900-1900,,On Street,Brooklyn,FT HAMILTON PARKWAY,W,92 STREET,94 STREET,40.6168745053886,-74.0277029926074,976558.913664222,164021.616232395,POINT (-74.0277029926074 40.6168745053886)
13450,1323031,Active,106161,2HR Pas Mon-Sat 1000-1600,,On Street,Manhattan,VARICK STREET,W,VANDAM STREET,CHARLTON STREET,40.7267226229652,-74.0057222287521,982663.971664056,204041.254040733,POINT (-74.0057222287521 40.7267226229652)
5822,4373118,Active,435477,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,COLLEGE POINT BOULEVARD,W,18 AVENUE,20 AVENUE,40.7829085695521,-73.8459362393645,1026915.77915764,224549.087368816,POINT (-73.8459362393645 40.7829085695521)
14989,2173044,Active,213255,2 HR Pas Mon-Sat 0900-1900,,On Street,Bronx,GUERLAIN STREET,S,WHITE PLAINS ROAD,ARCHER ROAD,40.8400873173787,-73.8636089041015,1021989.15252797,245373.204513147,POINT (-73.8636089041015 40.8400873173787)
14604,4283010,Active,431971,2 HR Pas Mon-Sat 0900-1900,,On Street,Queens,45 AVENUE,N,BOWNE STREET,SMART STREET,40.7540529725021,-73.8181723006792,1034626.42121664,214050.799310312,POINT (-73.8181723006792 40.7540529725021)
10878,1149980,Active,103793,2HR Pas Mon-Sat 0800-2200,,On Street,Manhattan,JONES STREET,W,WEST 4 STREET,BLEECKER STREET,40.7321726836745,-74.0021752792907,983647.127834216,206026.83668372,POINT (-74.0021752792907 40.7321726836745)
14529,1433389,Retired,104264,3HR Com Mon-Sat 0700-1800 /6HR Pas Mon-Sat 1800-2400,,On Street,Manhattan,WEST 50 STREET,N,BROADWAY,8 AVENUE,40.7616713319199,-73.9845191508445,988538.57179147,216774.511382565,POINT (-73.9845191508445 40.7616713319199)
